S1_ALL_ID,S1_ALL_S1_F1_RA,S1_ALL_S1_F1_DEC,S1_ALL_S1_F1_MAG1_1,S1_ALL_S1_F1_ERR1_1,S1_ALL_S1_F3_ID,S1_ALL_S1_F3_RA,S1_ALL_S1_F3_DEC,S1_ALL_S1_F3_MAG1_3,S1_ALL_S1_F3_ERR1_3,S1_ALL_S1_F4_ID,S1_ALL_S1_F4_RA,S1_ALL_S1_F4_DEC,S1_ALL_S1_F4_MAG1_4,S1_ALL_S1_F4_ERR1_4,S1_ALL_Separation_S1_F3_S1_F1,S1_ALL_Separation_S1_F4_S1_F1,S1_ALL_Separation_S1_F4_S1_F3,S1_ALL_Separation_max,S1_ALL_ncat,S1_ALL_dist_bayesfactor,S1_ALL_dist_bayesfactor_corrected,S1_ALL_dist_post,S1_ALL_p_single,S1_ALL_p_any,S1_ALL_p_i,S1_ALL_match_flag,S1_ALL_36_asn,S1_ALL_RA,S1_ALL_DEC,S2_ALL_ID,S2_ALL_S2_F1_RA,S2_ALL_S2_F1_DEC,S2_ALL_S2_F1_MAG2_1,S2_ALL_S2_F1_ERR2_1,S2_ALL_S2_F3_ID,S2_ALL_S2_F3_RA,S2_ALL_S2_F3_DEC,S2_ALL_S2_F3_MAG2_3,S2_ALL_S2_F3_ERR2_3,S2_ALL_S2_F4_ID,S2_ALL_S2_F4_RA,S2_ALL_S2_F4_DEC,S2_ALL_S2_F4_MAG2_4,S2_ALL_S2_F4_ERR2_4,S2_ALL_Separation_S2_F3_S2_F1,S2_ALL_Separation_S2_F4_S2_F1,S2_ALL_Separation_S2_F4_S2_F3,S2_ALL_Separation_max,S2_ALL_ncat,S2_ALL_dist_bayesfactor,S2_ALL_dist_bayesfactor_corrected,S2_ALL_dist_post,S2_ALL_p_single,S2_ALL_p_any,S2_ALL_p_i,S2_ALL_match_flag,S2_ALL_45_asn,S2_ALL_RA,S2_ALL_DEC,Separation_S2_ALL_S1_ALL,Separation_max,ncat,dist_bayesfactor,dist_post,p_single,p_any,p_i,match_flag
'2150',10.6875857,40.75155155,17.98350491,0.0776,'4373',10.68756639,40.75153268,18.08950491,0.0704,'-99',-99,-99,-99,-99,0.08595352,nan,nan,0.08595352,2,12.548636,12.548636,0.9915967,0.9915967,0.9915967,1,1,2,10.687576045,40.751542115,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2153',10.71713755,40.71319692,17.90650491,0.0787,'-99',-99,-99,-99,-99,'2628',10.71714043,40.7131771,17.80450491,0.0747,nan,0.07178348,nan,0.07178348,2,12.572904,12.572904,0.99214023,0.99214023,0.99214023,1,1,2,10.71713899,40.71318701,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2166',10.68965875,40.75164882,18.40550491,0.0851,'8525',10.68961338,40.75163642,18.58750491,0.0746,'-99',-99,-99,-99,-99,0.13153793,nan,nan,0.13153793,2,12.440993,12.440993,0.98925847,0.98925847,0.98925847,1,1,2,10.689636065,40.75164262,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2171',10.62306528,40.85007857,17.18950491,0.0442,'-99',-99,-99,-99,-99,'377',10.62302549,40.85003904,17.22350491,0.0503,nan,0.17886302,nan,0.17886302,2,12.281502,12.281502,0.9847398,0.9847398,0.9847398,1,1,2,10.623045385,40.850058805,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2173',10.6898129,40.75331791,18.42250491,0.0638,'2600',10.68979393,40.7533066,18.60950491,0.0757,'-99',-99,-99,-99,-99,0.06583389,nan,nan,0.06583389,2,12.581794,12.581794,0.9922096,0.9922096,0.9922096,1,1,2,10.689803415,40.753312255,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2174',10.68936495,40.75435926,17.63650491,0.0472,'5747',10.68933933,40.75437477,17.52750491,0.0378,'-99',-99,-99,-99,-99,0.08943756,nan,nan,0.08943756,2,12.542002,12.542002,0.9914684,0.9914684,0.9914684,1,1,2,10.68935214,40.754367015,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2176',10.71423962,40.72178538,18.44550491,0.1103,'10131',10.71426757,40.72173953,18.18550491,0.0665,'-99',-99,-99,-99,-99,0.18182456,nan,nan,0.18182456,2,12.269904,12.269904,0.98415434,0.98415434,0.98415434,1,1,2,10.714253595,40.721762455,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2177',10.68828571,40.75952821,18.28950491,0.0415,'4390',10.68832341,40.75951055,18.30850491,0.0543,'-99',-99,-99,-99,-99,0.12087249,nan,nan,0.12087249,2,12.470222,12.470222,0.98995054,0.98995054,0.98995054,1,1,2,10.68830456,40.75951938,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2184',10.64979156,40.814151,16.78750491,0.0381,'-99',-99,-99,-99,-99,'4188',10.64976887,40.81414793,16.76550491,0.0285,nan,0.06280133,nan,0.06280133,2,12.586029,12.586029,0.9923724,0.9923724,0.9923724,1,1,2,10.649780215,40.814149465,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2187',10.6928761,40.75318957,17.97350491,0.0589,'1791',10.69283194,40.75321199,18.03250491,0.0473,'-99',-99,-99,-99,-99,0.14497426,nan,nan,0.14497426,2,12.400655,12.400655,0.9882253,0.9882253,0.9882253,1,1,2,10.69285402,40.75320078,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2191',10.60923904,40.87406068,16.08350491,0.0365,'6790',10.60920477,40.87404593,16.11350491,0.0333,'-99',-99,-99,-99,-99,0.10734156,nan,nan,0.10734156,2,12.50375,12.50375,0.99069023,0.99069023,0.99069023,1,1,2,10.609221905,40.874053305,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2200',10.7106329,40.73693052,17.32350491,0.0217,'2774',10.71060963,40.73688281,17.29350491,0.0296,'-99',-99,-99,-99,-99,0.18310988,nan,nan,0.18310988,2,12.2648115,12.2648115,0.98397046,0.98397046,0.98397046,1,1,2,10.710621265,40.736906665,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2203',10.71056844,40.74060408,18.06450491,0.0385,'964',10.71053772,40.74056808,17.95350491,0.027,'-99',-99,-99,-99,-99,0.15432867,nan,nan,0.15432867,2,12.370256,12.370256,0.98738235,0.98738235,0.98738235,1,1,2,10.71055308,40.74058608,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2204',10.71528501,40.724568,16.42250491,0.027,'4498',10.71527052,40.72453392,16.34950491,0.0241,'-99',-99,-99,-99,-99,0.1288999,nan,nan,0.1288999,2,12.448453,12.448453,0.9894394,0.9894394,0.9894394,1,1,2,10.715277765,40.72455096,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2205',10.7196848,40.71880552,18.81450491,0.0738,'-99',-99,-99,-99,-99,'2663',10.71965894,40.71884681,18.72950491,0.0498,nan,0.16454074,nan,0.16454074,2,12.334902,12.334902,0.9864815,0.9864815,0.99302477,0.5125784,1,2,10.71967187,40.718826165,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2213',10.65525555,40.80644507,16.04550491,0.0415,'-99',-99,-99,-99,-99,'6831',10.65519079,40.80642442,15.65150491,0.037,nan,0.19148518,nan,0.19148518,2,12.230748,12.230748,0.9828804,0.9828804,0.9828804,1,1,2,10.65522317,40.806434745,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2218',10.65947333,40.8031704,18.07650491,0.106,'-99',-99,-99,-99,-99,'6319',10.65944519,40.80316728,18.06550491,0.0804,nan,0.07750119,nan,0.07750119,2,12.563636,12.563636,0.9919721,0.9919721,0.9919721,1,1,2,10.65945926,40.80316884,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2221',10.6510673,40.81699583,18.64550491,0.0811,'5645',10.65105185,40.81695405,18.47750491,0.0622,'7875',10.65104366,40.8169972,18.52450491,0.0621,0.1561871,0.06459537,0.15693441,0.15693441,3,24.997599,24.997599,0.9999107,0.9999107,0.9932441,0.98189217,1,3,10.65105427,40.81698236,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2224',10.72942876,40.71424552,16.59150491,0.0303,'6430',10.72939882,40.71423221,16.44950491,0.0318,'-99',-99,-99,-99,-99,0.09471214,nan,nan,0.09471214,2,12.531455,12.531455,0.9912606,0.9912606,0.9912606,1,1,2,10.72941379,40.714238865,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2226',10.59711818,40.88745794,16.77950491,0.0417,'5442',10.59711136,40.88750921,16.88550491,0.0538,'-99',-99,-99,-99,-99,0.18550295,nan,nan,0.18550295,2,12.255234,12.255234,0.98361886,0.98361886,0.98361886,1,1,2,10.59711477,40.887483575,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2230',10.61725277,40.86458125,16.43050491,0.0283,'6800',10.6172559,40.86455846,16.48950491,0.0343,'-99',-99,-99,-99,-99,0.082485355,nan,nan,0.082485355,2,12.554978,12.554978,0.9917175,0.9917175,0.9917175,1,1,2,10.617254335,40.864569855,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2234',10.64069153,40.83243359,17.80850491,0.0464,'617',10.64063986,40.83242409,17.90050491,0.0527,'-99',-99,-99,-99,-99,0.14483704,nan,nan,0.14483704,2,12.401087,12.401087,0.98823684,0.98823684,0.98823684,1,1,2,10.640665695,40.83242884,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2238',10.73403612,40.70988386,17.15650491,0.0447,'5246',10.73401659,40.70986052,17.19750491,0.0351,'-99',-99,-99,-99,-99,0.09950071,nan,nan,0.09950071,2,12.5213585,12.5213585,0.99105686,0.99105686,0.99105686,1,1,2,10.734026355,40.70987219,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2241',10.71731234,40.73045184,17.45950491,0.0445,'5222',10.71725629,40.73043374,17.51850491,0.0375,'-99',-99,-99,-99,-99,0.1662113,nan,nan,0.1662113,2,12.328902,12.328902,0.9861393,0.9861393,0.9861393,1,1,2,10.717284315,40.73044279,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2242',10.71636835,40.73386993,18.18550491,0.0486,'2801',10.71634492,40.73388781,18.41050491,0.0502,'-99',-99,-99,-99,-99,0.09071005,nan,nan,0.09071005,2,12.539513,12.539513,0.99141985,0.99141985,0.99141985,1,1,2,10.716356635,40.73387887,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2248',10.71824928,40.73196398,17.49450491,0.0507,'4524',10.71818725,40.73194359,17.48450491,0.0446,'-99',-99,-99,-99,-99,0.18445128,nan,nan,0.18445128,2,12.259459,12.259459,0.9837749,0.9837749,0.9837749,1,1,2,10.718218265,40.731953785,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2249',10.71836216,40.7327555,18.39250491,0.0603,'-99',-99,-99,-99,-99,'2709',10.71840339,40.73274204,18.35850491,0.0478,nan,0.122467,nan,0.122467,2,12.46601,12.46601,0.98996884,0.98996884,0.98996884,1,1,2,10.718382775,40.73274877,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2254',10.60560462,40.87976515,17.17550491,0.0417,'2173',10.60557051,40.87975547,17.07250491,0.0428,'-99',-99,-99,-99,-99,0.099168666,nan,nan,0.099168666,2,12.522075,12.522075,0.99107146,0.99107146,0.99107146,1,1,2,10.605587565,40.87976031,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2258',10.6671068,40.81159084,17.95950491,0.0703,'662',10.66704435,40.81157467,17.89150491,0.0668,'-99',-99,-99,-99,-99,0.1798398,nan,nan,0.1798398,2,12.277698,12.277698,0.9844318,0.9844318,0.9844318,1,1,2,10.667075575,40.811582755,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2264',10.72212108,40.72614609,17.04050491,0.038,'1823',10.72207885,40.72612622,17.09950491,0.0336,'-99',-99,-99,-99,-99,0.13561241,nan,nan,0.13561241,2,12.429175,12.429175,0.9889654,0.9889654,0.9889654,1,1,2,10.722099965,40.726136155,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2267',10.72291406,40.72679739,17.41550491,0.0351,'1045',10.72286063,40.72682645,17.33550491,0.0271,'-99',-99,-99,-99,-99,0.17942269,nan,nan,0.17942269,2,12.279325,12.279325,0.9844891,0.9844891,0.9844891,1,1,2,10.722887345,40.72681192,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2275',10.65969442,40.81247693,17.35550491,0.0314,'-99',-99,-99,-99,-99,'4265',10.65965374,40.81244242,17.04150491,0.0291,nan,0.16649325,nan,0.16649325,2,12.327884,12.327884,0.98626435,0.98626435,0.98626435,1,1,2,10.65967408,40.812459675,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2277',10.66182551,40.81708176,17.46850491,0.0507,'4313',10.6618533,40.81706921,17.53550491,0.0321,'-99',-99,-99,-99,-99,0.088168815,nan,nan,0.088168815,2,12.544448,12.544448,0.991516,0.991516,0.991516,1,1,2,10.661839405,40.817075485,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2282',10.72872224,40.721343,16.91450491,0.0306,'2907',10.72867468,40.72130434,16.99950491,0.0313,'-99',-99,-99,-99,-99,0.19028515,nan,nan,0.19028515,2,12.235723,12.235723,0.98287904,0.98287904,0.98287904,1,1,2,10.72869846,40.72132367,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2284',10.63172488,40.84936862,16.32150491,0.0298,'5533',10.63167588,40.84935181,16.21750491,0.0352,'-99',-99,-99,-99,-99,0.14651611,nan,nan,0.14651611,2,12.395776,12.395776,0.9880938,0.9880938,0.9880938,1,1,2,10.63170038,40.849360215,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2286',10.65405937,40.8207967,15.78050491,0.025,'7358',10.65400925,40.82076675,15.81850491,0.0289,'-99',-99,-99,-99,-99,0.17398058,nan,nan,0.17398058,2,12.300206,12.300206,0.9852065,0.9852065,0.9852065,1,1,2,10.65403431,40.820781725,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0.9989492,0,0
'2286',10.65405937,40.8207967,15.78050491,0.025,'7358',10.65400925,40.82076675,15.81850491,0.0289,'-99',-99,-99,-99,-99,0.17398058,nan,nan,0.17398058,2,12.300206,12.300206,0.9852065,0.9852065,0.9852065,1,1,2,10.65403431,40.820781725,'1302',10.65400341,40.82082536,16.33855224,0.0436,'566',10.65399321,40.8207906,16.15555224,0.0427,'-99',-99,-99,-99,-99,0.12818424,nan,nan,0.12818424,2,12.450451,12.450451,0.9886987,0.9886987,0.9886987,1,1,2,10.65399831,40.82080798,0.13620763,0.13620763,2,12.427419,0.99779594,0.99779594,0.9989492,0.4761917,2
'2286',10.65405937,40.8207967,15.78050491,0.025,'7358',10.65400925,40.82076675,15.81850491,0.0289,'-99',-99,-99,-99,-99,0.17398058,nan,nan,0.17398058,2,12.300206,12.300206,0.9852065,0.9852065,0.9852065,1,1,2,10.65403431,40.820781725,'8265',10.65399071,40.82075185,18.10755224,0.1113,'566',10.65399321,40.8207906,16.15555224,0.0427,'-99',-99,-99,-99,-99,0.13966617,nan,nan,0.13966617,2,12.41706,12.41706,0.98780656,0.98780656,0.98780656,1,1,2,10.65399196,40.820771225,0.12140967,0.12140967,2,12.468809,0.9979959,0.9979959,0.9989492,0.5238083,1
'2306',10.72160025,40.73611981,16.79650491,0.0389,'1055',10.72156523,40.73608006,16.83550491,0.0329,'-99',-99,-99,-99,-99,0.17205566,nan,nan,0.17205566,2,12.307438,12.307438,0.9854472,0.9854472,0.9854472,1,1,2,10.72158274,40.736099935,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2308',10.71958019,40.73893953,18.05950491,0.0714,'-99',-99,-99,-99,-99,'7384',10.71955241,40.73895343,18.71650491,0.1222,nan,0.090806805,nan,0.090806805,2,12.539322,12.539322,0.9915137,0.9915137,0.9915137,1,1,2,10.7195663,40.73894648,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2311',10.63634089,40.85139017,17.61350491,0.0496,'-99',-99,-99,-99,-99,'62',10.63631947,40.85133781,17.66450491,0.0505,nan,0.19731428,nan,0.19731428,2,12.206141,12.206141,0.9819005,0.9819005,0.9819005,1,1,2,10.63633018,40.85136399,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2314',10.65312727,40.8289102,16.24250491,0.028,'742',10.65308984,40.82887781,16.16550491,0.0266,'-99',-99,-99,-99,-99,0.15489404,nan,nan,0.15489404,2,12.368359,12.368359,0.98732775,0.98732775,0.98732775,1,1,2,10.653108555,40.828894005,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2315',10.65556834,40.82584829,15.76950491,0.0234,'1742',10.65552489,40.82581022,15.74450491,0.0192,'-99',-99,-99,-99,-99,0.18108857,nan,nan,0.18108857,2,12.272804,12.272804,0.9842582,0.9842582,0.9842582,1,1,2,10.655546615,40.825829255,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0.99838966,0,0
'2315',10.65556834,40.82584829,15.76950491,0.0234,'1742',10.65552489,40.82581022,15.74450491,0.0192,'-99',-99,-99,-99,-99,0.18108857,nan,nan,0.18108857,2,12.272804,12.272804,0.9842582,0.9842582,0.9842582,1,1,2,10.655546615,40.825829255,'629',10.65554489,40.82584511,16.04655224,0.0426,'1910',10.65549159,40.82581346,16.04955224,0.0323,'-99',-99,-99,-99,-99,0.18456465,nan,nan,0.18456465,2,12.259004,12.259004,0.9825473,0.9825473,0.9825473,1,1,2,10.65551824,40.825829285,0.077297024,0.077297024,2,12.563979,0.99838966,0.99838966,0.99838966,1,1
'2318',10.60910386,40.88799831,16.92250491,0.0603,'4035',10.60907059,40.88803611,17.06350491,0.0623,'-99',-99,-99,-99,-99,0.16345161,nan,nan,0.16345161,2,12.33878,12.33878,0.98644674,0.98644674,0.98644674,1,1,2,10.609087225,40.88801721,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0.99852586,0,0
'2318',10.60910386,40.88799831,16.92250491,0.0603,'4035',10.60907059,40.88803611,17.06350491,0.0623,'-99',-99,-99,-99,-99,0.16345161,nan,nan,0.16345161,2,12.33878,12.33878,0.98644674,0.98644674,0.98644674,1,1,2,10.609087225,40.88801721,'4697',10.60908264,40.88802753,17.28155224,0.0672,'1139',10.60908966,40.88797953,17.54955224,0.063,'-99',-99,-99,-99,-99,0.17385297,nan,nan,0.17385297,2,12.300688,12.300688,0.9841192,0.9841192,0.9841192,1,1,2,10.60908615,40.88800353,0.049334828,0.049334828,2,12.602425,0.99852586,0.99852586,0.99852586,1,1
'2319',10.63998831,40.84542299,17.72150491,0.0967,'689',10.63997243,40.84542258,17.54550491,0.0844,'-99',-99,-99,-99,-99,0.043271445,nan,nan,0.043271445,2,12.6085205,12.6085205,0.99267113,0.99267113,0.99267113,1,1,2,10.63998037,40.845422785,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2321',10.68874252,40.78092406,18.50250491,0.0925,'6938',10.68876366,40.78093851,18.85850491,0.095,'-99',-99,-99,-99,-99,0.077633366,nan,nan,0.077633366,2,12.563414,12.563414,0.9918755,0.9918755,0.9918755,1,1,2,10.68875309,40.780931285,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2329',10.62072071,40.87290175,17.46550491,0.071,'5553',10.62070777,40.87292892,17.42950491,0.0654,'-99',-99,-99,-99,-99,0.103961505,nan,nan,0.103961505,2,12.511504,12.511504,0.9908535,0.9908535,0.9908535,1,1,2,10.62071424,40.872915335,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2334',10.66491445,40.81339708,16.07150491,0.0313,'4331',10.66485396,40.81337116,16.18150491,0.0364,'-99',-99,-99,-99,-99,0.189395,nan,nan,0.189395,2,12.239391,12.239391,0.9830206,0.9830206,0.9830206,1,1,2,10.664884205,40.81338412,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2343',10.71127125,40.75224626,18.06550491,0.0545,'5830',10.71125805,40.75223196,18.10350491,0.0555,'-99',-99,-99,-99,-99,0.06281772,nan,nan,0.06281772,2,12.586006,12.586006,0.99228424,0.99228424,0.99228424,1,1,2,10.71126465,40.75223911,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
