S1_1_3_4_ID,S1_1_3_4_S1_1_3_S1_F1_RA,S1_1_3_4_S1_1_3_S1_F1_DEC,S1_1_3_4_S1_1_3_S1_F1_MAG1_1,S1_1_3_4_S1_1_3_S1_F1_ERR1_1,S1_1_3_4_S1_1_3_S1_F3_ID,S1_1_3_4_S1_1_3_S1_F3_RA,S1_1_3_4_S1_1_3_S1_F3_DEC,S1_1_3_4_S1_1_3_S1_F3_MAG1_3,S1_1_3_4_S1_1_3_S1_F3_ERR1_3,S1_1_3_4_S1_1_3_Separation_S1_F3_S1_F1,S1_1_3_4_S1_1_3_Separation_max,S1_1_3_4_S1_1_3_ncat,S1_1_3_4_S1_1_3_dist_bayesfactor,S1_1_3_4_S1_1_3_dist_post,S1_1_3_4_S1_1_3_p_single,S1_1_3_4_S1_1_3_p_any,S1_1_3_4_S1_1_3_p_i,S1_1_3_4_S1_1_3_match_flag,S1_1_3_4_S1_1_3_asn,S1_1_3_4_S1_1_3_RA,S1_1_3_4_S1_1_3_DEC,S1_1_3_4_S1_F4_ID,S1_1_3_4_S1_F4_RA,S1_1_3_4_S1_F4_DEC,S1_1_3_4_S1_F4_MAG1_4,S1_1_3_4_S1_F4_ERR1_4,S1_1_3_4_Separation_S1_F4_S1_1_3,S1_1_3_4_Separation_max,S1_1_3_4_ncat,S1_1_3_4_dist_bayesfactor,S1_1_3_4_dist_post,S1_1_3_4_p_single,S1_1_3_4_p_any,S1_1_3_4_p_i,S1_1_3_4_match_flag,S1_1_3_4_asn,S1_1_3_4_RA,S1_1_3_4_DEC,S2_1_3_4_ID,S2_1_3_4_S2_1_3_S2_F1_RA,S2_1_3_4_S2_1_3_S2_F1_DEC,S2_1_3_4_S2_1_3_S2_F1_MAG2_1,S2_1_3_4_S2_1_3_S2_F1_ERR2_1,S2_1_3_4_S2_1_3_S2_F3_ID,S2_1_3_4_S2_1_3_S2_F3_RA,S2_1_3_4_S2_1_3_S2_F3_DEC,S2_1_3_4_S2_1_3_S2_F3_MAG2_3,S2_1_3_4_S2_1_3_S2_F3_ERR2_3,S2_1_3_4_S2_1_3_Separation_S2_F3_S2_F1,S2_1_3_4_S2_1_3_Separation_max,S2_1_3_4_S2_1_3_ncat,S2_1_3_4_S2_1_3_dist_bayesfactor,S2_1_3_4_S2_1_3_dist_post,S2_1_3_4_S2_1_3_p_single,S2_1_3_4_S2_1_3_p_any,S2_1_3_4_S2_1_3_p_i,S2_1_3_4_S2_1_3_match_flag,S2_1_3_4_S2_1_3_asn,S2_1_3_4_S2_1_3_RA,S2_1_3_4_S2_1_3_DEC,S2_1_3_4_S2_F4_ID,S2_1_3_4_S2_F4_RA,S2_1_3_4_S2_F4_DEC,S2_1_3_4_S2_F4_MAG2_4,S2_1_3_4_S2_F4_ERR2_4,S2_1_3_4_Separation_S2_F4_S2_1_3,S2_1_3_4_Separation_max,S2_1_3_4_ncat,S2_1_3_4_dist_bayesfactor,S2_1_3_4_dist_post,S2_1_3_4_p_single,S2_1_3_4_p_any,S2_1_3_4_p_i,S2_1_3_4_match_flag,S2_1_3_4_asn,S2_1_3_4_RA,S2_1_3_4_DEC,Separation_S2_1_3_4_S1_1_3_4,Separation_max,ncat,dist_bayesfactor,dist_post,p_single,p_any,p_i,match_flag,total_asn,mean_RA,mean_DEC
11306,10.64443763,40.9056356,17.96050491,0.0975,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.64443763,40.9056356,11693,10.64432733,40.90557063,17.36750491,0.064,0.3804876,0.3804876,2,11.633833,0.9355844,0.9355844,0.9355844,1.0,1,2,10.64438248,40.905603115,9838,10.64458739,40.90557033,18.14755224,0.092,9957,10.64438163,40.90558901,18.26255224,0.1045,0.56386507,0.56386507,2,11.163782,0.8188851,0.8188851,0.8188851,1.0,1,2,10.64448451,40.90557967,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.64448451,40.90557967,0.29015455,0.29015455,2,11.798271,0.95637435,0.95637435,0.95637435,1.0,1,4,10.644433495000001,40.9055913925
11312,10.69845497,40.83457167,18.71650491,0.1148,6697,10.69893955,40.83448872,16.22750491,0.0353,1.3532411,1.3532411,2,7.0561233,0.00037949663,0.00037949663,0.00037949663,1.0,1,2,10.69869726,40.834530195,7554,10.69891225,40.83447959,16.36550491,0.0314,0.61326617,0.61326617,2,11.0059395,0.7738251,0.7738251,0.7738251,1.0,1,3,10.6987689233333,40.8345133266667,2913,10.69890677,40.83452646,16.65955224,0.0579,2168,10.69886483,40.83448629,16.71255224,0.051,0.18428835,0.18428835,2,11.934606,0.9638653,0.9638653,0.9638653,1.0,1,2,10.6988858,40.834506375,3533,10.69879147,40.83449444,16.71155224,0.0494,0.26050055,0.26050055,2,11.842594,0.95564,0.95564,0.95564,1.0,1,3,10.6988543566667,40.8345023966667,0.23600361,0.23600361,2,11.8756075,0.9632289,0.9632289,0.9632289,1.0,1,6,10.69881164,40.8345078616667
11316,10.70182839,40.84895961,16.76650491,0.0527,6986,10.70172341,40.84899539,16.96350491,0.053,0.31355697,0.31355697,2,11.759922,0.950481,0.950481,0.950481,1.0,1,2,10.7017759,40.8489775,12077,10.7017314,40.84893275,16.80850491,0.0642,0.20158887,0.20158887,2,11.916485,0.9653317,0.9653317,0.9653317,1.0,1,3,10.7017610666667,40.8489625833333,7812,10.70179436,40.84897087,17.04555224,0.0561,7414,10.70175274,40.8490041,16.96955224,0.0649,0.1647921,0.1647921,2,11.953078,0.9653179,0.9653179,0.9653179,1.0,1,2,10.70177355,40.848987485,7523,10.70167804,40.84902559,17.00955224,0.0498,0.29404855,0.29404855,2,11.792096,0.9504413,0.9504413,0.9504413,1.0,1,3,10.7017417133333,40.8490001866667,0.14526914,0.14526914,2,11.969509,0.9701653,0.9701653,0.9701653,1.0,1,6,10.70175139,40.848981385
11317,10.65715751,40.90965665,18.20850491,0.1309,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.65715751,40.90965665,7262,10.65717446,40.90971088,17.58650491,0.0904,0.20060061,0.20060061,2,11.917563,0.9654147,0.9654147,0.9654147,1.0,1,2,10.657165985,40.909683765,13059,10.65728508,40.90963168,18.06855224,0.1058,6231,10.65714118,40.90960137,18.24955224,0.1324,0.40642685,0.40642685,2,11.578428,0.92154807,0.92154807,0.92154807,1.0,1,2,10.65721313,40.909616525,4132,10.6571654,40.90961264,18.29855224,0.1727,0.1306089,0.1306089,2,11.980487,0.96731335,0.96731335,0.96731335,1.0,1,3,10.65719722,40.90961523,0.2609509,0.2609509,2,11.841956,0.9603837,0.9603837,0.9603837,1.0,1,5,10.6571816025,40.9096494975
11339,10.71904531,40.85247849,17.59450491,0.0639,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.71904531,40.85247849,10421,10.71895622,40.85246229,17.48650491,0.0654,0.2495061,0.2495061,2,11.857814,0.9605151,0.9605151,0.9605151,1.0,1,2,10.719000765,40.85247039,12283,10.71932229,40.8525628,18.47455224,0.1267,11311,10.71917142,40.85263118,18.43455224,0.1034,0.47892967,0.47892967,2,11.404192,0.88719213,0.88719213,0.88719213,1.0,1,2,10.719246855,40.85259699,10679,10.71918166,40.8526348,18.20555224,0.0878,0.2237041,0.2237041,2,11.890955,0.9601283,0.9601283,0.9601283,1.0,1,3,10.7192251233333,40.8526095933333,0.7901725,0.7901725,2,10.33203,0.4283369,0.4283369,0.4283369,1.0,1,5,10.71911294416665,40.852539991666646
11356,10.72435855,40.86266524,18.54650491,0.0821,11784,10.72435843,40.86248613,18.58850491,0.1046,0.6447961,0.6447961,2,10.898271,0.7252363,0.7252363,0.7252363,1.0,1,2,10.72435849,40.862575685,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.72435849,40.862575685,9388,10.72443539,40.86246272,18.69155224,0.1244,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.72443539,40.86246272,966,10.72493702,40.86246758,18.12355224,0.0988,1.365858,1.365858,2,6.9630036,0.0002841773,0.0002841773,0.0002841773,1.0,1,2,10.724686205,40.86246515,0.97695434,0.97695434,2,9.436116,0.08694189,0.08694189,0.08694189,1.0,1,4,10.724522347499999,40.8625204175
11389,10.59862599,40.87398447,17.94250491,0.0917,7628,10.59856924,40.87406501,17.72950491,0.0765,0.32853013,0.32853013,2,11.733826,0.94757503,0.94757503,0.94757503,1.0,1,2,10.598597615,40.87402474,390,10.59852757,40.87405234,18.07850491,0.112,0.21500777,0.21500777,2,11.901311,0.9641432,0.9641432,0.9641432,1.0,1,3,10.5985742666667,40.87403394,8636,10.59870771,40.87388866,18.02355224,0.079,1548,10.59861944,40.87391494,18.20055224,0.0873,0.25823823,0.25823823,2,11.845779,0.9560252,0.9560252,0.9560252,1.0,1,2,10.598663575,40.8739018,1569,10.59851393,40.87409553,18.20455224,0.1157,0.80767804,0.80767804,2,10.256107,0.35824782,0.35824782,0.35824782,1.0,1,3,10.5986136933333,40.8739663766667,0.2658543,0.2658543,2,11.834945,0.9597649,0.9597649,0.95976496,0.99999785,1,6,10.59859398,40.874000158333345
11393,10.6241748,40.84786093,19.12650491,0.2466,5531,10.62404713,40.84781671,16.52350491,0.0368,0.38238555,0.38238555,2,11.629903,0.93433267,0.93433267,0.93433267,1.0,1,2,10.624110965,40.84783882,378,10.6240208,40.8478131,16.30750491,0.0235,0.26241693,0.26241693,2,11.839873,0.9589183,0.9589183,0.9589183,1.0,1,3,10.62408091,40.8478302466667,1809,10.62405585,40.84787285,16.72455224,0.0489,393,10.62397814,40.84786504,16.72855224,0.05,0.2134807,0.2134807,2,11.903087,0.9612507,0.9612507,0.9612507,1.0,1,2,10.624016995,40.847868945,8090,10.62402916,40.84782977,18.70255224,0.1346,0.14486863,0.14486863,2,11.969825,0.96652806,0.96652806,0.9814068,0.54706395,1,3,10.62402105,40.8478558866667,0.1873309,0.1873309,2,11.931537,0.96752775,0.96752775,0.96752775,1.0,1,6,10.62405098,40.8478430666667
11395,10.63473619,40.83996106,17.05950491,0.056,6829,10.63468659,40.83998185,17.22650491,0.0575,0.15443538,0.15443538,2,11.962052,0.96832484,0.96832484,0.96832484,1.0,1,2,10.63471139,40.839971455,7662,10.63466189,40.84001009,17.30350491,0.0677,0.19370095,0.19370095,2,11.924948,0.96597797,0.96597797,0.96597797,1.0,1,3,10.63469489,40.8399843333333,8693,10.63458853,40.83973597,18.33155224,0.1357,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.63458853,40.83973597,6005,10.63454578,40.83986399,17.66755224,0.0711,0.4753518,0.4753518,2,11.41346,0.889134,0.889134,0.889134,1.0,1,2,10.634567155,40.83979998,0.7493259,0.7493259,2,10.502717,0.52607155,0.52607155,0.52607155,1.0,1,5,10.634631022499999,40.83989215666665
11402,10.63082979,40.85042159,18.65350491,0.1237,4161,10.63085282,40.85080079,17.71550491,0.0657,1.3665597,1.3665597,2,6.9577985,0.00030263327,0.00030263327,0.00030263327,1.0,1,2,10.630841305,40.85061119,7449,10.6307392,40.85077866,17.49050491,0.0445,0.6639173,0.6639173,2,10.830346,0.6954492,0.6954492,0.69581914,0.9982543,1,3,10.63080727,40.8506670133333,3327,10.63083124,40.85098429,18.23855224,0.1038,3146,10.63071605,40.85077521,18.44255224,0.0797,0.81543237,0.81543237,2,10.221944,0.34077305,0.34077305,0.34077305,1.0,1,2,10.630773645,40.85087975,1716,10.63068931,40.85086358,18.28055224,0.0808,0.23691493,0.23691493,2,11.874438,0.9586466,0.9586466,0.9586466,1.0,1,3,10.6307455333333,40.85087436,0.76514524,0.76514524,2,10.437687,0.48866284,0.48866284,0.48866284,1.0,1,6,10.630776401666651,40.85077068666665
11403,10.63212243,40.85007707,17.56050491,0.0408,11608,10.6320838,40.85003149,17.68950491,0.0561,0.19491209,0.19491209,2,11.923671,0.965499,0.965499,0.965499,1.0,1,2,10.632103115,40.85005428,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.632103115,40.85005428,8742,10.63215938,40.85000899,17.98755224,0.0737,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.63215938,40.85000899,8502,10.63193165,40.85003708,18.21655224,0.088,0.6283287,0.6283287,2,10.955177,0.7362738,0.7362738,0.7362738,1.0,1,2,10.632045515,40.850023035,0.19301498,0.19301498,2,11.925668,0.96710056,0.96710056,0.96710056,1.0,1,4,10.632074315,40.8500386575
11410,10.64249791,40.83853499,18.83250491,0.1257,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.64249791,40.83853499,6835,10.64221201,40.8385342,18.43650491,0.1157,0.7786823,0.7786823,2,10.38096,0.44793203,0.44793203,0.44793203,1.0,1,2,10.64235496,40.838534595,11249,10.64208835,40.83850309,18.22555224,0.1073,10966,10.64226487,40.83853733,18.26155224,0.0828,0.49632016,0.49632016,2,11.358157,0.8761401,0.8761401,0.8761401,1.0,1,2,10.64217661,40.83852021,9845,10.64212488,40.83858948,18.86255224,0.1222,0.28642082,0.28642082,2,11.804114,0.95172864,0.95172864,0.95172864,1.0,1,3,10.6421593666667,40.8385433,0.53363883,0.53363883,2,11.253826,0.86222255,0.86222255,0.86222255,1.0,1,5,10.642257163333351,40.8385389475
11412,10.65426069,40.82443348,18.57850491,0.1636,11704,10.65410165,40.82470142,18.21550491,0.1243,1.0574167,1.0574167,2,8.991804,0.031700328,0.031700328,0.031700328,1.0,1,2,10.65418117,40.82456745,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.65418117,40.82456745,8751,10.65422169,40.82451006,17.27955224,0.0744,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.65422169,40.82451006,10555,10.65418092,40.82453443,17.61955224,0.0734,0.14153534,0.14153534,2,11.972416,0.9667206,0.9667206,0.9667206,1.0,1,2,10.654201305,40.824522245,0.17173328,0.17173328,2,11.946738,0.9686097,0.9686097,0.9686097,1.0,1,4,10.654191237500001,40.8245448475
11427,10.66464111,40.84181859,17.22050491,0.0482,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.66464111,40.84181859,11989,10.66484224,40.8415715,17.16150491,0.0675,1.0446562,1.0446562,2,9.064613,0.037686743,0.037686743,0.037686743,1.0,1,2,10.664741675,40.841695045,13250,10.66483186,40.84179262,17.62955224,0.0854,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.66483186,40.84179262,11880,10.66473569,40.84171337,17.75855224,0.1197,0.38729316,0.38729316,2,11.61965,0.9280221,0.9280221,0.9280221,1.0,1,2,10.664783775,40.841752995,0.23805203,0.23805203,2,11.872972,0.9630133,0.9630133,0.9630133,1.0,1,4,10.664762725,40.84172402
11428,10.66349956,40.84223264,17.79450491,0.0801,7675,10.66399255,40.84215655,16.58850491,0.0535,1.3702914,1.3702914,2,6.9300776,0.00028392492,0.00028392492,0.00028392492,1.0,1,2,10.663746055,40.842194595,11575,10.66358005,40.84221006,17.84650491,0.0728,0.45552117,0.45552117,2,11.463566,0.9075232,0.9075232,0.92134345,0.83779645,1,3,10.66369072,40.84219975,7574,10.66414637,40.8422188,17.07455224,0.0669,4682,10.66405792,40.84220588,16.79255224,0.0688,0.2453383,0.2453383,2,11.863412,0.95770085,0.95770085,0.95770085,1.0,1,2,10.664102145,40.84221234,6134,10.66400278,40.84225456,16.92355224,0.0774,0.31037757,0.31037757,2,11.765306,0.9474537,0.9474537,0.9474537,1.0,1,3,10.6640690233333,40.8422264133333,1.0347513,1.0347513,2,9.120518,0.04401337,0.04401337,0.04401337,1.0,1,6,10.66387987166665,40.84221308166665
11434,10.67330341,40.83670966,17.54550491,0.0981,7683,10.67347926,40.83695628,15.80050491,0.0454,1.0087843,1.0087843,2,9.264553,0.05780226,0.05780226,0.05780226,1.0,1,2,10.673391335,40.83683297,7251,10.67346472,40.83696371,15.88150491,0.0501,0.5113464,0.5113464,2,11.317058,0.8750551,0.8750551,0.8750551,1.0,1,3,10.6734157966667,40.83687655,7853,10.67352585,40.83701276,16.11455224,0.0647,6796,10.67351498,40.83697606,16.11855224,0.0589,0.13539654,0.13539654,2,11.977031,0.96711767,0.96711767,0.96711767,1.0,1,2,10.673520415,40.83699441,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.673520415,40.83699441,0.5110978,0.5110978,2,11.317748,0.8787939,0.8787939,0.8787939,1.0,1,5,10.67346810583335,40.83693548
11440,10.63827986,40.89418054,17.92050491,0.0628,11283,10.63821255,40.89405858,17.95650491,0.0826,0.47573316,0.47573316,2,11.412476,0.8960965,0.8960965,0.8960965,1.0,1,2,10.638246205,40.89411956,11089,10.63813045,40.89404828,18.05350491,0.0817,0.40629596,0.40629596,2,11.578716,0.9275,0.9275,0.9275,1.0,1,3,10.63820762,40.8940958,12174,10.63831221,40.8942667,19.17655224,0.2953,12876,10.63781421,40.89428008,19.12355224,0.2355,1.3560672,1.3560672,2,7.0353403,0.0003362639,0.0003362639,0.0003362639,1.0,1,2,10.63806321,40.89427339,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.63806321,40.89427339,0.7504479,0.7504479,2,10.49815,0.5234486,0.5234486,0.5234486,1.0,1,5,10.638135415,40.894184595
11452,10.65934037,40.8892729,17.36050491,0.0707,1744,10.659399,40.88924448,17.55450491,0.0778,0.18954657,0.18954657,2,11.92927,0.9659259,0.9659259,0.9659259,1.0,1,2,10.659369685,40.88925869,11699,10.65929377,40.88926661,17.55050491,0.0854,0.20856184,0.20856184,2,11.908722,0.9647285,0.9647285,0.9647285,1.0,1,3,10.65934438,40.88926133,12481,10.65928594,40.88924512,17.59455224,0.052,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.65928594,40.88924512,7575,10.6591253,40.88933607,17.84855224,0.0744,0.5461992,0.5461992,2,11.217011,0.83611304,0.83611304,0.83611304,1.0,1,2,10.65920562,40.889290595,0.39205784,0.39205784,2,11.6095705,0.934196,0.934196,0.934196,1.0,1,5,10.659275000000001,40.889275962499994
11457,10.66342456,40.89730816,18.62150491,0.1375,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.66342456,40.89730816,4530,10.66371211,40.89695603,16.36250491,0.0329,1.4897163,1.4897163,2,6.0029774,3.4e-05,3.4e-05,3.4e-05,1.0,1,2,10.663568335,40.897132095,2952,10.66380958,40.89699446,16.55555224,0.0294,6249,10.66368786,40.89698549,16.59955224,0.056,0.33279443,0.33279443,2,11.7261715,0.94287866,0.94287866,0.94287866,1.0,1,2,10.66374872,40.896989975,6223,10.66364757,40.89699886,16.60755224,0.0661,0.27710125,0.27710125,2,11.818369,0.9532144,0.9532144,0.9532144,1.0,1,3,10.6637150033333,40.8969929366667,0.640517,0.640517,2,10.913199,0.74068874,0.74068874,0.74068874,1.0,1,5,10.663641669166651,40.897062515833355
11465,10.68022572,40.89271021,17.56850491,0.0606,12143,10.68004571,40.89267734,17.17150491,0.0671,0.50396365,0.50396365,2,11.337404,0.8788652,0.8788652,0.8788652,1.0,1,2,10.680135715,40.892693775,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.680135715,40.892693775,10579,10.68021755,40.89276093,18.21855224,0.1396,4149,10.68005552,40.89276572,18.19655224,0.1599,0.44128066,0.44128066,2,11.498231,0.907115,0.907115,0.907115,1.0,1,2,10.680136535,40.892763325,12293,10.67991591,40.8927272,17.65855224,0.0935,0.61432576,0.61432576,2,11.002409,0.7568425,0.7568425,0.7568425,1.0,1,3,10.6800629933333,40.8927512833333,0.2864034,0.2864034,2,11.804141,0.9569348,0.9569348,0.9569348,1.0,1,5,10.68009935416665,40.89272252916665
11466,10.66804699,40.9108464,18.06750491,0.0688,11327,10.66817784,40.91093732,18.30850491,0.0737,0.48359555,0.48359555,2,11.392002,0.8916246,0.8916246,0.8916246,1.0,1,2,10.668112415,40.91089186,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.668112415,40.91089186,6030,10.66808587,40.91102925,17.89255224,0.0961,3486,10.66808197,40.91092473,18.83855224,0.1433,0.37642157,0.37642157,2,11.642187,0.93152654,0.93152654,0.93152654,1.0,1,2,10.66808392,40.91097699,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.66808392,40.91097699,0.31612122,0.31612122,2,11.755539,0.9520797,0.9520797,0.9520797,1.0,1,4,10.6680981675,40.910934425
11468,10.68322017,40.89569143,17.92050491,0.0566,7949,10.68319775,40.89562688,18.21550491,0.0835,0.24025556,0.24025556,2,11.870111,0.9611466,0.9611466,0.9611466,1.0,1,2,10.68320896,40.895659155,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.68320896,40.895659155,11918,10.68325638,40.89571175,18.64155224,0.1218,6312,10.68313902,40.89573509,18.26355224,0.0722,0.330234,0.330234,2,11.73078,0.9434475,0.9434475,0.9434475,1.0,1,2,10.6831977,40.89572342,5819,10.68314268,40.89578464,18.36755224,0.1089,0.26643875,0.26643875,2,11.834101,0.9548035,0.9548035,0.9548035,1.0,1,3,10.68317936,40.8957438266667,0.31528106,0.31528106,2,11.756979,0.95223075,0.95223075,0.95223075,1.0,1,5,10.68319416,40.895701490833346
11472,10.68117279,40.90380396,18.63750491,0.086,7811,10.68084283,40.90360824,17.38050491,0.0359,1.1412648,1.1412648,2,8.491402,0.010237223,0.010237223,0.010237223,1.0,1,2,10.68100781,40.9037061,11156,10.6808217,40.90377873,18.82350491,0.1024,0.5699092,0.5699092,2,11.145182,0.8250084,0.8250084,0.8346496,0.9339897,1,3,10.6809457733333,40.90373031,3020,10.68087522,40.90362993,17.77555224,0.0766,2164,10.68087644,40.90366105,17.84155224,0.0859,0.11208117,0.11208117,2,11.992692,0.9682454,0.9682454,0.9682454,1.0,1,2,10.68087583,40.90364549,5496,10.68071252,40.9036268,17.75255224,0.0779,0.4494191,0.4494191,2,11.478555,0.9030701,0.9030701,0.9030701,1.0,1,3,10.6808213933333,40.90363926,0.47114047,0.47114047,2,11.424279,0.9025914,0.9025914,0.9025914,1.0,1,6,10.680883583333301,40.903684784999996
11474,10.71134096,40.87317079,17.27450491,0.0597,10111,10.71128499,40.87319877,17.16950491,0.0513,0.18264651,0.18264651,2,11.93624,0.9664502,0.9664502,0.9664502,1.0,1,2,10.711312975,40.87318478,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.711312975,40.87318478,11662,10.71134677,40.87312385,17.72255224,0.1124,12069,10.71103837,40.87300717,17.35055224,0.0672,0.9387411,0.9387411,2,9.634819,0.11797405,0.11797405,0.11797405,1.0,1,2,10.71119257,40.87306551,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.71119257,40.87306551,0.5401754,0.5401754,2,11.234775,0.8569279,0.8569279,0.8569279,1.0,1,4,10.7112527725,40.873125145
11479,10.69919088,40.89791468,18.62250491,0.1544,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.69919088,40.89791468,10758,10.69900227,40.89783624,18.56350491,0.1118,0.58579344,0.58579344,2,11.095353,0.8078223,0.8078223,0.8078223,1.0,1,2,10.699096575,40.89787546,9913,10.6990213,40.89786399,18.38855224,0.1286,11290,10.69891003,40.89780058,18.72355224,0.1302,0.37919372,0.37919372,2,11.636501,0.9306868,0.9306868,0.9306868,1.0,1,2,10.698965665,40.897832285,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.698965665,40.897832285,0.3886596,0.3886596,2,11.616772,0.935208,0.935208,0.935208,1.0,1,4,10.69903112,40.8978538725
11530,10.63333963,40.84133035,18.49950491,0.0898,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.63333963,40.84133035,6632,10.63335892,40.84141029,17.46250491,0.0663,0.29254,0.29254,2,11.7944975,0.95459914,0.95459914,0.9545997,0.9999882,1,2,10.633349275,40.84137032,3285,10.63331446,40.84133046,18.32155224,0.1182,4489,10.63330873,40.84137205,18.62155224,0.0932,0.15053508,0.15053508,2,11.9652815,0.96624637,0.96624637,0.96624637,1.0,1,2,10.633311595,40.841351255,442,10.63326723,40.84144331,18.50255224,0.0696,0.35273767,0.35273767,2,11.689061,0.9379946,0.9379946,0.9379946,1.0,1,3,10.6332968066667,40.84138194,0.14889377,0.14889377,2,11.966615,0.96997184,0.96997184,0.96997184,1.0,1,5,10.63332304083335,40.84137613
11535,10.64414619,40.83579061,17.74150491,0.0834,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.64414619,40.83579061,11675,10.64413317,40.83573601,17.71750491,0.0887,0.19973342,0.19973342,2,11.918506,0.9654871,0.9654871,0.9654871,1.0,1,2,10.64413968,40.83576331,2757,10.64419977,40.83575671,18.28755224,0.1176,13414,10.64446739,40.83564246,18.26955224,0.1274,0.8369548,0.8369548,2,10.125413,0.29273823,0.29273823,0.2964855,0.9821297,1,2,10.64433358,40.835699585,13346,10.64454752,40.83564737,18.92755224,0.1936,0.6122806,0.6122806,2,11.009218,0.7597162,0.7597162,0.7981569,0.7995627,1,3,10.6444048933333,40.83568218,0.7791763,0.7791763,2,10.378872,0.45492667,0.45492667,0.45492667,1.0,1,5,10.64427228666665,40.835722745
11537,10.64922123,40.83107142,17.48750491,0.0715,11277,10.64914528,40.8310856,17.47550491,0.0457,0.21308567,0.21308567,2,11.903544,0.96392155,0.96392155,0.96392155,1.0,1,2,10.649183255,40.83107851,11551,10.64917926,40.83110711,17.48250491,0.051,0.10353347,0.10353347,2,11.997695,0.9710733,0.9710733,0.9710733,1.0,1,3,10.6491819233333,40.8310880433333,11266,10.64927103,40.83111813,17.83055224,0.0996,9867,10.64907135,40.83118611,18.22355224,0.0938,0.59642994,0.59642994,2,11.061221,0.7811972,0.7811972,0.7811972,1.0,1,2,10.64917119,40.83115212,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.64917119,40.83115212,0.23252138,0.23252138,2,11.880036,0.96358836,0.96358836,0.96358836,1.0,1,5,10.64917655666665,40.831120081666654
