S1_1_3_4_ID,S1_1_3_4_S1_1_3_S1_F1_RA,S1_1_3_4_S1_1_3_S1_F1_DEC,S1_1_3_4_S1_1_3_S1_F1_MAG1_1,S1_1_3_4_S1_1_3_S1_F1_ERR1_1,S1_1_3_4_S1_1_3_S1_F3_ID,S1_1_3_4_S1_1_3_S1_F3_RA,S1_1_3_4_S1_1_3_S1_F3_DEC,S1_1_3_4_S1_1_3_S1_F3_MAG1_3,S1_1_3_4_S1_1_3_S1_F3_ERR1_3,S1_1_3_4_S1_1_3_Separation_S1_F3_S1_F1,S1_1_3_4_S1_1_3_Separation_max,S1_1_3_4_S1_1_3_ncat,S1_1_3_4_S1_1_3_dist_bayesfactor,S1_1_3_4_S1_1_3_dist_post,S1_1_3_4_S1_1_3_p_single,S1_1_3_4_S1_1_3_p_any,S1_1_3_4_S1_1_3_p_i,S1_1_3_4_S1_1_3_match_flag,S1_1_3_4_S1_1_3_asn,S1_1_3_4_S1_1_3_RA,S1_1_3_4_S1_1_3_DEC,S1_1_3_4_S1_F4_ID,S1_1_3_4_S1_F4_RA,S1_1_3_4_S1_F4_DEC,S1_1_3_4_S1_F4_MAG1_4,S1_1_3_4_S1_F4_ERR1_4,S1_1_3_4_Separation_S1_F4_S1_1_3,S1_1_3_4_Separation_max,S1_1_3_4_ncat,S1_1_3_4_dist_bayesfactor,S1_1_3_4_dist_post,S1_1_3_4_p_single,S1_1_3_4_p_any,S1_1_3_4_p_i,S1_1_3_4_match_flag,S1_1_3_4_asn,S1_1_3_4_RA,S1_1_3_4_DEC,S2_1_3_4_ID,S2_1_3_4_S2_1_3_S2_F1_RA,S2_1_3_4_S2_1_3_S2_F1_DEC,S2_1_3_4_S2_1_3_S2_F1_MAG2_1,S2_1_3_4_S2_1_3_S2_F1_ERR2_1,S2_1_3_4_S2_1_3_S2_F3_ID,S2_1_3_4_S2_1_3_S2_F3_RA,S2_1_3_4_S2_1_3_S2_F3_DEC,S2_1_3_4_S2_1_3_S2_F3_MAG2_3,S2_1_3_4_S2_1_3_S2_F3_ERR2_3,S2_1_3_4_S2_1_3_Separation_S2_F3_S2_F1,S2_1_3_4_S2_1_3_Separation_max,S2_1_3_4_S2_1_3_ncat,S2_1_3_4_S2_1_3_dist_bayesfactor,S2_1_3_4_S2_1_3_dist_post,S2_1_3_4_S2_1_3_p_single,S2_1_3_4_S2_1_3_p_any,S2_1_3_4_S2_1_3_p_i,S2_1_3_4_S2_1_3_match_flag,S2_1_3_4_S2_1_3_asn,S2_1_3_4_S2_1_3_RA,S2_1_3_4_S2_1_3_DEC,S2_1_3_4_S2_F4_ID,S2_1_3_4_S2_F4_RA,S2_1_3_4_S2_F4_DEC,S2_1_3_4_S2_F4_MAG2_4,S2_1_3_4_S2_F4_ERR2_4,S2_1_3_4_Separation_S2_F4_S2_1_3,S2_1_3_4_Separation_max,S2_1_3_4_ncat,S2_1_3_4_dist_bayesfactor,S2_1_3_4_dist_post,S2_1_3_4_p_single,S2_1_3_4_p_any,S2_1_3_4_p_i,S2_1_3_4_match_flag,S2_1_3_4_asn,S2_1_3_4_RA,S2_1_3_4_DEC,Separation_S2_1_3_4_S1_1_3_4,Separation_max,ncat,dist_bayesfactor,dist_post,p_single,p_any,p_i,match_flag,total_asn,mean_RA,mean_DEC
615,10.62843918,40.86465823,16.79050491,0.042,4133,10.62841103,40.86463811,16.65850491,0.0373,0.10545117,0.10545117,2,11.996607,0.97067636,0.97067636,0.9706807,0.9998463,1,2,10.628425105,40.86464817,5133,10.62836008,40.86464661,16.79350491,0.0324,0.17712133,0.17712133,2,11.941636,0.96721846,0.96721846,0.96721846,1.0,1,3,10.62840343,40.86464765,12413,10.62844806,40.86471726,17.13355224,0.0693,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.62844806,40.86471726,9805,10.62831944,40.86469239,17.31055224,0.0756,0.36143565,0.36143565,2,11.6722,0.9356978,0.9356978,0.9356978,1.0,1,2,10.62838375,40.864704825,0.21268928,0.21268928,2,11.904002,0.96547574,0.96547574,0.96547574,1.0,1,5,10.62839359,40.8646762375
618,10.62726784,40.86607028,16.12450491,0.0273,2280,10.62720983,40.86606364,16.03050491,0.0234,0.15972915,0.15972915,2,11.957539,0.96800447,0.96800447,0.96800447,1.0,1,2,10.627238835,40.86606696,2289,10.62716409,40.86606898,16.05250491,0.0221,0.20362076,0.20362076,2,11.914249,0.96515906,0.96515906,0.96515906,1.0,1,3,10.62721392,40.8660676333333,1324,10.62724072,40.86611614,16.43155224,0.0281,1792,10.62716659,40.86610839,16.37355224,0.0294,0.2037358,0.2037358,2,11.914123,0.9621862,0.9621862,0.9621862,1.0,1,2,10.627203655,40.866112265,3148,10.62709697,40.8661253,16.39455224,0.0447,0.29421264,0.29421264,2,11.791834,0.95041287,0.95041287,0.95041287,1.0,1,3,10.6271680933333,40.86611661,0.21599256,0.21599256,2,11.900159,0.96517956,0.96517956,0.96517956,1.0,1,6,10.62719100666665,40.866092121666654
619,10.62809598,40.86704913,17.28950491,0.04,6825,10.62804098,40.86699837,17.28850491,0.0373,0.23624688,0.23624688,2,11.875296,0.96159,0.96159,0.96159,1.0,1,2,10.62806848,40.86702375,6819,10.62803078,40.86703797,17.26450491,0.0328,0.114693835,0.114693835,2,11.991084,0.9706427,0.9706427,0.9706427,1.0,1,3,10.6280559133333,40.86702849,138,10.62809426,40.86707638,17.80255224,0.0735,414,10.62806461,40.86704963,18.12255224,0.0784,0.12565589,0.12565589,2,11.9839325,0.9676193,0.9676193,0.9676193,1.0,1,2,10.628079435,40.867063005,3149,10.62794012,40.86707819,17.95355224,0.0791,0.3831942,0.3831942,2,11.628222,0.9293295,0.9293295,0.9293295,1.0,1,3,10.6280329966667,40.8670680666667,0.15553711,0.15553711,2,11.961125,0.96960145,0.96960145,0.96960145,1.0,1,6,10.628044455000001,40.86704827833335
620,10.62807448,40.87861992,17.23550491,0.0618,3610,10.62804368,40.87858478,17.17450491,0.0464,0.15176219,0.15176219,2,11.964274,0.96848136,0.96848136,0.96848136,1.0,1,2,10.62805908,40.87860235,7460,10.62798134,40.87858438,17.29350491,0.0561,0.22127262,0.22127262,2,11.893892,0.96354795,0.96354795,0.96354795,1.0,1,3,10.6280331666667,40.87859636,1353,10.62815437,40.87854671,17.69655224,0.0732,2614,10.62795127,40.87861186,17.57955224,0.0609,0.60052365,0.60052365,2,11.047921,0.7759175,0.7759175,0.7759175,1.0,1,2,10.62805282,40.878579285,6039,10.62787913,40.87865086,18.35255224,0.1543,0.5384337,0.5384337,2,11.239874,0.84319943,0.84319943,0.84319943,1.0,1,3,10.6279949233333,40.8786031433333,0.10692253,0.10692253,2,11.995759,0.9718659,0.9718659,0.9718659,1.0,1,6,10.628014045,40.878599751666655
622,10.63381482,40.87455964,17.33250491,0.056,2326,10.63381594,40.87456919,17.35550491,0.0537,0.034514915,0.034514915,2,12.023557,0.97239196,0.97239196,0.97239196,1.0,1,2,10.63381538,40.874564415,5151,10.6337595,40.87455326,17.32450491,0.0544,0.15732363,0.15732363,2,11.959608,0.9685055,0.9685055,0.9685055,1.0,1,3,10.6337967533333,40.8745606966667,2007,10.63377587,40.87460943,17.96555224,0.0884,2627,10.63382258,40.87457773,17.72055224,0.0959,0.17085235,0.17085235,2,11.947557,0.9648897,0.9648897,0.9648897,1.0,1,2,10.633799225,40.87459358,541,10.63371791,40.87454264,17.68655224,0.0889,0.2874458,0.2874458,2,11.802518,0.9515594,0.9515594,0.9515594,1.0,1,3,10.63377212,40.8745766,0.08817111,0.08817111,2,12.005689,0.9724844,0.9724844,0.9724844,1.0,1,6,10.63378443666665,40.87456864833335
625,10.62927967,40.88524473,15.94050491,0.0325,8,10.62921518,40.88520739,15.87550491,0.0274,0.22108254,0.22108254,2,11.89412,0.96315926,0.96315926,0.96315926,1.0,1,2,10.629247425,40.88522606,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.629247425,40.88522606,2027,10.62926225,40.8852706,16.18155224,0.0361,4001,10.62924554,40.88526039,16.20455224,0.0489,0.05847534,0.05847534,2,12.0175085,0.96995604,0.96995604,0.96995604,1.0,1,2,10.629253895,40.885265495,561,10.62913776,40.88529303,16.00455224,0.0508,0.33126098,0.33126098,2,11.728935,0.9431246,0.9431246,0.9431246,1.0,1,3,10.6292151833333,40.8852746733333,0.19577569,0.19577569,2,11.922754,0.96688646,0.96688646,0.96688646,1.0,1,5,10.629231304166652,40.885250366666654
627,10.63802102,40.8655931,16.48450491,0.0274,7652,10.63798282,40.86553263,16.42950491,0.0361,0.2412584,0.2412584,2,11.8688,0.96103376,0.96103376,0.96103376,1.0,1,2,10.63800192,40.865562865,2438,10.63796913,40.86557428,16.58950491,0.0346,0.09827472,0.09827472,2,12.000575,0.9712591,0.9712591,0.9712591,1.0,1,3,10.63799099,40.86556667,693,10.63794778,40.86562411,16.71755224,0.0479,1208,10.63795616,40.86557932,16.70255224,0.0448,0.16285,0.16285,2,11.954805,0.96545076,0.96545076,0.9707551,0.841845,1,2,10.63795197,40.865601715,2669,10.63790393,40.86558094,16.65455224,0.0455,0.15066229,0.15066229,2,11.965178,0.96618015,0.96618015,0.96618015,1.0,1,3,10.6379359566667,40.86559479,0.18082097,0.18082097,2,11.938042,0.9679951,0.9679951,0.9679951,1.0,1,6,10.63796347333335,40.865580730000005
628,10.63982344,40.87653631,16.83850491,0.056,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.63982344,40.87653631,2496,10.63973924,40.87650615,16.82150491,0.0511,0.25361264,0.25361264,2,11.852205,0.9600224,0.9600224,0.9600224,1.0,1,2,10.63978134,40.87652123,11,10.63977562,40.87660433,17.22955224,0.0853,4606,10.63978102,40.87655123,17.37655224,0.0544,0.1917243,0.1917243,2,11.927016,0.96325165,0.96325165,0.96325165,1.0,1,2,10.63977832,40.87657778,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.63977832,40.87657778,0.2037459,0.2037459,2,11.914111,0.96624327,0.96624327,0.96624327,1.0,1,4,10.63977983,40.876549505
629,10.64050153,40.87723577,16.52850491,0.0484,6312,10.64041305,40.87720399,16.48350491,0.048,0.26663595,0.26663595,2,11.833815,0.95790243,0.95790243,0.95790243,1.0,1,2,10.64045729,40.87721988,7488,10.64038881,40.87722189,16.49950491,0.0496,0.1865436,0.1865436,2,11.932335,0.9665326,0.9665326,0.9665326,1.0,1,3,10.6404344633333,40.87722055,7485,10.64055125,40.87725598,16.58655224,0.0436,7168,10.64048701,40.87721178,16.64155224,0.0431,0.23642302,0.23642302,2,11.87507,0.958775,0.958775,0.958775,1.0,1,2,10.64051913,40.87723388,7176,10.64041051,40.87723392,16.68555224,0.0457,0.29566464,0.29566464,2,11.789509,0.95015997,0.95015997,0.95015997,1.0,1,3,10.6404829233333,40.8772338933333,0.14038278,0.14038278,2,11.973298,0.9704168,0.9704168,0.9704168,1.0,1,6,10.6404586933333,40.877227221666644
681,10.67015423,40.82622292,17.11750491,0.043,7524,10.67011495,40.82618591,17.12750491,0.0517,0.17088431,0.17088431,2,11.947528,0.9672828,0.9672828,0.9672828,1.0,1,2,10.67013459,40.826204415,6908,10.67008896,40.82618616,17.33450491,0.065,0.14060436,0.14060436,2,11.973129,0.9694414,0.9694414,0.9694419,0.999983,1,3,10.67011938,40.82619833,2033,10.67006918,40.82630521,18.02355224,0.0987,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.67006918,40.82630521,4668,10.66997376,40.82633199,18.36455224,0.1211,0.27723646,0.27723646,2,11.818166,0.95319355,0.95319355,0.95319355,1.0,1,2,10.67002147,40.8263186,0.50852996,0.50852996,2,11.324855,0.8805261,0.8805261,0.8805261,1.0,1,5,10.670070424999999,40.826258464999995
682,10.67198863,40.82278253,16.36150491,0.0378,3697,10.67196062,40.82275658,16.41950491,0.0381,0.120623074,0.120623074,2,11.987297,0.97006,0.97006,0.97006,1.0,1,2,10.671974625,40.822769555,4411,10.67188026,40.8227623,16.31450491,0.0356,0.25839695,0.25839695,2,11.845556,0.95943063,0.95943063,0.95943063,1.0,1,3,10.67194317,40.8227671366667,10911,10.6719591,40.8227294,18.14155224,0.1285,1277,10.67191662,40.82279287,16.88955224,0.0613,0.25612715,0.25612715,2,11.848726,0.9563096,0.9563096,0.9563096,1.0,1,2,10.67193786,40.822761135,9388,10.67184136,40.82278865,17.05855224,0.0674,0.28093195,0.28093195,2,11.812567,0.95261496,0.95261496,0.95261496,1.0,1,3,10.6719056933333,40.8227703066667,0.102731526,0.102731526,2,11.998144,0.9720157,0.9720157,0.9720157,1.0,1,6,10.67192443166665,40.8227687216667
715,10.65693128,40.83296497,16.33450491,0.0397,5695,10.65686407,40.83293488,16.40950491,0.0276,0.21271619,0.21271619,2,11.903972,0.9639557,0.9639557,0.9639557,1.0,1,2,10.656897675,40.832949925,808,10.65684122,40.83295928,16.38950491,0.0287,0.15741847,0.15741847,2,11.959527,0.96849984,0.96849984,0.96849984,1.0,1,3,10.6568788566667,40.8329530433333,4723,10.65696289,40.83293332,16.48255224,0.062,2658,10.65685717,40.83295576,16.47155224,0.055,0.29908004,0.29908004,2,11.783996,0.9496409,0.9496409,0.9496409,1.0,1,2,10.65691003,40.83294454,1899,10.65676199,40.83299634,16.62255224,0.0402,0.44426757,0.44426757,2,11.491051,0.9055598,0.9055598,0.9055598,1.0,1,3,10.6568606833333,40.8329618066667,0.05869949,0.05869949,2,12.017438,0.9731991,0.9731991,0.9731991,1.0,1,6,10.65686977,40.832957425000004
725,10.67864593,40.80987429,17.30550491,0.0575,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.67864593,40.80987429,4413,10.67859525,40.80989096,16.94850491,0.046,0.15056808,0.15056808,2,11.965254,0.9688996,0.9688996,0.9688996,1.0,1,2,10.67862059,40.809882625,676,10.67854703,40.80996768,17.94155224,0.0719,12816,10.67852166,40.8101264,18.90055224,0.2139,0.57555836,0.57555836,2,11.127618,0.8062054,0.8062054,0.8062054,1.0,1,2,10.678534345,40.81004704,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.678534345,40.81004704,0.63683796,0.63683796,2,10.925956,0.7462901,0.7462901,0.7462901,1.0,1,4,10.678577467499998,40.8099648325
731,10.62622403,40.88797289,15.75750491,0.0285,6640,10.62616452,40.88793293,15.73350491,0.0224,0.21662353,0.21662353,2,11.899418,0.96358967,0.96358967,0.96358967,1.0,1,2,10.626194275,40.88795291,6327,10.62611161,40.88794677,15.81750491,0.0285,0.22606167,0.22606167,2,11.888077,0.9630747,0.9630747,0.9630747,1.0,1,3,10.62616672,40.8879508633333,2051,10.62620661,40.8879819,15.91355224,0.0355,452,10.62616456,40.88796938,15.89755224,0.0332,0.12299769,0.12299769,2,11.985726,0.9677485,0.9677485,0.9677485,1.0,1,2,10.626185585,40.88797564,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.626185585,40.88797564,0.10291728,0.10291728,2,11.99804,0.9720092,0.9720092,0.9720092,1.0,1,5,10.626176152500001,40.88796325166665
733,10.62382343,40.89188978,17.67950491,0.0503,4192,10.62373899,40.89184558,17.83850491,0.0609,0.27950886,0.27950886,2,11.814732,0.95609444,0.95609444,0.95609444,1.0,1,2,10.62378121,40.89186768,77,10.62368195,40.89188257,17.71650491,0.0573,0.27539408,0.27539408,2,11.82093,0.95716506,0.95716506,0.95716506,1.0,1,3,10.6237481233333,40.8918726433333,3468,10.62385777,40.89198947,18.38155224,0.0947,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.62385777,40.89198947,3192,10.62365758,40.89198491,18.39155224,0.1294,0.5450448,0.5450448,2,11.22043,0.8371891,0.8371891,0.8371891,1.0,1,2,10.623757675,40.89198719,0.41318646,0.41318646,2,11.56339,0.92734945,0.92734945,0.92734945,1.0,1,5,10.62375289916665,40.891929916666655
734,10.62491062,40.89291372,17.51850491,0.07,4193,10.62488104,40.89293154,17.56950491,0.0513,0.10293394,0.10293394,2,11.998031,0.9707695,0.9707695,0.9707695,1.0,1,2,10.62489583,40.89292263,8919,10.62487906,40.89302693,17.66250491,0.059,0.3782433,0.3782433,2,11.638455,0.93622285,0.93622285,0.93622285,1.0,1,3,10.62489024,40.8929573966667,3469,10.62482507,40.89294654,18.08455224,0.0892,5314,10.62477157,40.89295592,18.08655224,0.094,0.14945757,0.14945757,2,11.966159,0.96631217,0.96631217,0.96631217,1.0,1,2,10.62479832,40.89295123,8115,10.62473698,40.89321452,18.66455224,0.1163,0.9624309,0.9624309,2,9.512569,0.091534905,0.091534905,0.091534905,1.0,1,3,10.6247778733333,40.8930389933333,0.42402303,0.42402303,2,11.538764,0.92343545,0.92343545,0.92343545,1.0,1,6,10.62483405666665,40.892998195000004
828,10.70425722,40.83134677,17.55150491,0.053,4605,10.704347,40.83126884,17.75550491,0.074,0.37217277,0.37217277,2,11.65082,0.93722665,0.93722665,0.93722665,1.0,1,2,10.70430211,40.831307805,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.70430211,40.831307805,2250,10.70426557,40.83133023,17.75955224,0.0738,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.70426557,40.83133023,1383,10.70414969,40.83132501,17.91555224,0.0732,0.31620392,0.31620392,2,11.755397,0.94630605,0.94630605,0.94630605,1.0,1,2,10.70420763,40.83132762,0.26705703,0.26705703,2,11.833205,0.9596099,0.9596099,0.9596104,0.9999868,1,4,10.70425487,40.8313177125
830,10.63625791,40.89098167,16.08850491,0.0386,2466,10.63624846,40.89097148,16.09650491,0.0384,0.044800814,0.044800814,2,12.021342,0.97225475,0.97225475,0.97225475,1.0,1,2,10.636253185,40.890976575,3701,10.6362194,40.89098698,16.12150491,0.035,0.09928139,0.09928139,2,12.000035,0.97122437,0.97122437,0.97122437,1.0,1,3,10.6362419233333,40.8909800433333,2126,10.63633578,40.89105384,16.41355224,0.0478,6129,10.63621819,40.89100108,16.43055224,0.0715,0.37213552,0.37213552,2,11.650895,0.9327946,0.9327946,0.9327946,1.0,1,2,10.636276985,40.89102746,1240,10.6362181,40.89100599,16.42755224,0.0538,0.17791794,0.17791794,2,11.940868,0.96430266,0.96430266,0.96430266,1.0,1,3,10.6362573566667,40.8910203033333,0.15089905,0.15089905,2,11.964983,0.96986216,0.96986216,0.96986216,1.0,1,6,10.636249639999999,40.891000173333296
833,10.64451083,40.89303203,16.92350491,0.0527,2470,10.64444896,40.89301274,16.89250491,0.0496,0.18212935,0.18212935,2,11.936752,0.9664884,0.9664884,0.9664884,1.0,1,2,10.644479895,40.893022385,6915,10.64442814,40.89303175,16.76150491,0.0462,0.14482284,0.14482284,2,11.969861,0.96921766,0.96921766,0.96921766,1.0,1,3,10.6444626433333,40.8930255066667,6759,10.64452196,40.89309854,17.04755224,0.0438,1949,10.64445753,40.89304849,17.26455224,0.0554,0.25141186,0.25141186,2,11.855223,0.95693034,0.95693034,0.95693034,1.0,1,2,10.644489745,40.893073515,4677,10.6443281,40.89309683,17.11255224,0.0419,0.44782966,0.44782966,2,11.482426,0.9038475,0.9038475,0.9038475,1.0,1,3,10.6444358633333,40.8930812866667,0.21362363,0.21362363,2,11.902921,0.9653927,0.9653927,0.9653927,1.0,1,6,10.644449253333299,40.8930533966667
834,10.64514076,40.89231807,17.33450491,0.0622,2471,10.64507313,40.89225771,17.22050491,0.0522,0.28476495,0.28476495,2,11.806682,0.9553097,0.9553097,0.9553097,1.0,1,2,10.645106945,40.89228789,8108,10.6450416,40.89228996,17.27550491,0.0559,0.17798528,0.17798528,2,11.940804,0.9671576,0.9671576,0.9671576,1.0,1,3,10.6450851633333,40.89228858,7654,10.64526621,40.89233974,17.77855224,0.0811,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.64526621,40.89233974,3343,10.64502038,40.89244554,17.50355224,0.0615,0.76982343,0.76982343,2,10.418196,0.44775286,0.44775286,0.44775286,1.0,1,2,10.645143295,40.89239264,0.40664974,0.40664974,2,11.577936,0.929574,0.929574,0.929574,1.0,1,5,10.645114229166651,40.89234061
835,10.64579369,40.89525816,16.72950491,0.034,2581,10.64575128,40.89520845,16.52050491,0.0394,0.21294245,0.21294245,2,11.90371,0.9639348,0.9639348,0.9639348,1.0,1,2,10.645772485,40.895233305,7770,10.64567845,40.89520854,16.44350491,0.0286,0.27098054,0.27098054,2,11.827475,0.95777875,0.95777875,0.95777875,1.0,1,3,10.64574114,40.89522505,5604,10.64577961,40.89529275,16.71755224,0.0411,3336,10.64576519,40.89525016,16.52855224,0.0417,0.15826584,0.15826584,2,11.958801,0.96575636,0.96575636,0.96575636,1.0,1,2,10.6457724,40.895271455,3344,10.64566342,40.89525298,16.63655224,0.0338,0.30393028,0.30393028,2,11.776057,0.9486725,0.9486725,0.9486725,1.0,1,3,10.6457360733333,40.8952652966667,0.14554255,0.14554255,2,11.969294,0.9701509,0.9701509,0.9701509,1.0,1,6,10.64573860666665,40.89524517333335
839,10.64065747,40.88325659,16.58850491,0.0362,7661,10.64059386,40.88323921,16.59250491,0.043,0.18409015,0.18409015,2,11.934803,0.9663428,0.9663428,0.9663428,1.0,1,2,10.640625665,40.8832479,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.640625665,40.8832479,777,10.64060147,40.88329062,16.74255224,0.0528,5361,10.64053177,40.88328694,16.65055224,0.0368,0.19016868,0.19016868,2,11.928629,0.9633829,0.9633829,0.9633829,1.0,1,2,10.64056662,40.88328878,5745,10.6404886,40.88325502,16.74955224,0.0574,0.24467176,0.24467176,2,11.864298,0.95771104,0.95771104,0.95771104,1.0,1,3,10.6405406133333,40.8832775266667,0.2548789,0.2548789,2,11.850458,0.96112186,0.96112186,0.96112186,1.0,1,5,10.640583139166651,40.88326271333335
847,10.64066491,40.88709597,17.93850491,0.1165,2502,10.64059065,40.8868992,17.56450491,0.0992,0.7366396,0.7366396,2,10.553886,0.54428643,0.54428643,0.54428643,1.0,1,2,10.64062778,40.886997585,4352,10.6406204,40.88690534,17.62250491,0.0888,0.33268887,0.33268887,2,11.726362,0.9472936,0.9472936,0.9472936,1.0,1,3,10.64062532,40.8869668366667,10423,10.64101195,40.8868262,17.85255224,0.1016,7478,10.64098425,40.88694922,18.03655224,0.118,0.44924277,0.44924277,2,11.478985,0.90331316,0.90331316,0.90331316,1.0,1,2,10.6409981,40.88688771,5751,10.64092158,40.88695424,17.99255224,0.1159,0.3173883,0.3173883,2,11.753361,0.9460673,0.9460673,0.9460673,1.0,1,3,10.6409725933333,40.8869098866667,0.9671233,0.9671233,2,9.487993,0.096903995,0.096903995,0.096903995,1.0,1,6,10.64079895666665,40.8869383616667
905,10.64822436,40.88991449,16.82850491,0.0596,5718,10.64814723,40.88987943,16.65550491,0.0495,0.24493265,0.24493265,2,11.863952,0.9606135,0.9606135,0.96112716,0.9864307,1,2,10.648185795,40.88989696,4393,10.64813911,40.88992192,16.57550491,0.0458,0.15561643,0.15561643,2,11.961059,0.9686072,0.9686072,0.9686072,1.0,1,3,10.6481702333333,40.88990528,6766,10.6482553,40.88995902,16.88955224,0.0569,3335,10.64817346,40.88996531,16.87555224,0.0589,0.22387448,0.22387448,2,11.890748,0.9601785,0.9601785,0.9601785,1.0,1,2,10.64821438,40.889962165,1302,10.6480872,40.8900137,16.94855224,0.0735,0.39270577,0.39270577,2,11.608191,0.92623955,0.92623955,0.92623955,1.0,1,3,10.6481719866667,40.8899793433333,0.2666707,0.2666707,2,11.833765,0.9596598,0.9596598,0.9596598,1.0,1,6,10.64817111,40.88994231166665
909,10.64295633,40.89746757,16.17250491,0.0251,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.64295633,40.89746757,2488,10.64287006,40.89741418,16.10750491,0.0376,0.30340198,0.30340198,2,11.776928,0.95281315,0.95281315,0.95281315,1.0,1,2,10.642913195,40.897440875,2194,10.64296256,40.89745759,16.24155224,0.0406,603,10.64291295,40.89748491,16.24355224,0.0399,0.16702533,0.16702533,2,11.951067,0.9651625,0.9651625,0.9651625,1.0,1,2,10.642937755,40.89747125,5766,10.64282448,40.89747885,16.25655224,0.0513,0.30945313,0.30945313,2,11.766862,0.94763166,0.94763166,0.94763166,1.0,1,3,10.6428999966667,40.8974737833333,0.123794295,0.123794295,2,11.985193,0.971193,0.971193,0.971193,1.0,1,5,10.642906595833349,40.89745732916665
935,10.66069556,40.89026951,17.35550491,0.0574,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.66069556,40.89026951,7898,10.6605578,40.89019424,17.36850491,0.0645,0.46258357,0.46258357,2,11.445966,0.9040655,0.9040655,0.9040655,1.0,1,2,10.66062668,40.890231875,10502,10.66068599,40.89032577,17.51555224,0.0639,12583,10.66063041,40.890307,17.44255224,0.0555,0.16566643,0.16566643,2,11.952294,0.96525735,0.96525735,0.96525735,1.0,1,2,10.6606582,40.890316385,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.6606582,40.890316385,0.31609792,0.31609792,2,11.755579,0.95208395,0.95208395,0.95208395,1.0,1,4,10.66064244,40.890274129999995
938,10.65717269,40.90302303,15.42850491,0.0275,1745,10.65710646,40.90299016,15.47550491,0.0285,0.21558651,0.21558651,2,11.900635,0.9636878,0.9636878,0.9636878,1.0,1,2,10.657139575,40.903006595,3763,10.65707942,40.90298952,15.64850491,0.0282,0.17484072,0.17484072,2,11.943815,0.9673771,0.9673771,0.9673771,1.0,1,3,10.6571195233333,40.9030009033333,5041,10.65718784,40.90303662,15.45055224,0.0346,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.65718784,40.90303662,1332,10.65706917,40.90303121,15.51155224,0.0318,0.32348168,0.32348168,2,11.742761,0.9448083,0.9448083,0.9448083,1.0,1,2,10.657128505,40.903033915,0.12132876,0.12132876,2,11.986834,0.9712985,0.9712985,0.9712985,1.0,1,5,10.65712401416665,40.90301740916665
939,10.6557027,40.90436259,16.59250491,0.0374,4422,10.65564416,40.90435788,16.60850491,0.0375,0.16018105,0.16018105,2,11.957146,0.96797645,0.96797645,0.96797645,1.0,1,2,10.65567343,40.904360235,3762,10.65560636,40.90435837,16.71750491,0.0356,0.18261378,0.18261378,2,11.936273,0.96682465,0.96682465,0.96682465,1.0,1,3,10.6556510733333,40.9043596133333,3716,10.65573207,40.90438459,16.81155224,0.0577,3384,10.65561993,40.90439253,16.72955224,0.061,0.30645677,0.30645677,2,11.771871,0.9482889,0.9482889,0.9482889,1.0,1,2,10.655676,40.90438856,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.655676,40.90438856,0.12433518,0.12433518,2,11.984829,0.97116953,0.97116953,0.97116953,1.0,1,5,10.65566353666665,40.90437408666665
